Name,Description,Servers
APP-0015498,orchestrate visionary applications,"SRV-0106230, SRV-1004063, SRV-1003982"
APP-0013572,transform back-end systems,"SRV-1008482, SRV-1007219, SRV-0102239, SRV-1004630, SRV-0102767, SRV-0104115"
APP-0002463,benchmark leading-edge synergies,"SRV-1004031, SRV-0102293"
APP-0011377,target out-of-the-box bandwidth,"SRV-0105236, SRV-1004554, SRV-0103526, SRV-1003127, SRV-010177, SRV-01097, SRV-100429, SRV-1002957"
APP-0003343,exploit 24/365 metrics,"SRV-01020, SRV-1002752, SRV-1008294, SRV-0102493, SRV-1002981, SRV-1007385"
APP-0012838,brand end-to-end e-markets,"SRV-1007690, SRV-1009435, SRV-0102842, SRV-0104592, SRV-1005401, SRV-1009801, SRV-0107548"
APP-0017221,implement wireless ROI,"SRV-0107455, SRV-0109691, SRV-1008887, SRV-0103197, SRV-1006741, SRV-0106608, SRV-0104641"
APP-0012896,streamline ubiquitous solutions,"SRV-1009894, SRV-1006630, SRV-0107882, SRV-0105805, SRV-1004935, SRV-1007058, SRV-1002942"
APP-0015515,e-enable transparent portals,"SRV-0101435, SRV-0106365, SRV-1001491"
APP-0002639,engage cutting-edge action-items,"SRV-0108029, SRV-1009810, SRV-1001044, SRV-1003180, SRV-0104306, SRV-0108549, SRV-0109088, SRV-0109818, SRV-1003169"
APP-0015304,exploit killer synergies,"SRV-1007098, SRV-100932, SRV-1007353, SRV-1009066, SRV-0101903, SRV-0101196, SRV-1001024, SRV-0106899, SRV-1004571"
APP-0015143,benchmark leading-edge networks,"SRV-100589, SRV-1007028, SRV-1005251, SRV-1006681, SRV-1009679, SRV-0108664, SRV-0106973, SRV-1008050"
APP-0015209,unleash B2B supply-chains,"SRV-1007694, SRV-0104674, SRV-0107054, SRV-0103292, SRV-1008219, SRV-0108979, SRV-0103229, SRV-1005855"
APP-0004297,expedite bricks-and-clicks models,"SRV-0102863, SRV-10074, SRV-1009337, SRV-1001675, SRV-100923, SRV-0106487, SRV-010733, SRV-0104360, SRV-1004345"
APP-0000413,iterate best-of-breed web services,"SRV-1008017, SRV-0103309, SRV-1005827, SRV-1001482"
APP-0015888,evolve web-enabled vortals,"SRV-0103930, SRV-0101624, SRV-1007096, SRV-0105057, SRV-1001651, SRV-0109780"
APP-0000883,enable granular e-tailers,SRV-1007784
APP-0006883,monetize intuitive e-markets,"SRV-0109642, SRV-1009429, SRV-1002704, SRV-0108837, SRV-1007098, SRV-1007357, SRV-0108867"
APP-0011472,e-enable value-added ROI,"SRV-0104361, SRV-1003832, SRV-1004404, SRV-0108212, SRV-1007561, SRV-1004907, SRV-1008803, SRV-1004230, SRV-1008574"
APP-0003684,maximize impactful niches,"SRV-0103526, SRV-0104144, SRV-1002851"
APP-0016090,iterate open-source networks,"SRV-1007872, SRV-100743, SRV-0101142"
APP-0000727,utilize user-centric relationships,"SRV-0105890, SRV-0102026, SRV-1008993, SRV-0109294, SRV-1003391, SRV-1002195, SRV-010395, SRV-0104914, SRV-0107803"
APP-0017524,synergize best-of-breed info-mediaries,"SRV-1003999, SRV-1007023, SRV-0108228, SRV-0109983, SRV-0103877, SRV-0103351, SRV-1006031"
APP-0017920,generate value-added initiatives,"SRV-1003616, SRV-0109912, SRV-0107986, SRV-1006581, SRV-100409, SRV-0106612, SRV-1007806, SRV-1002253"
APP-0012886,grow bricks-and-clicks convergence,"SRV-1005508, SRV-1001907, SRV-0106139, SRV-1007103, SRV-10084, SRV-0102358"
APP-0006838,enable value-added paradigms,"SRV-0102299, SRV-1002610, SRV-0109233, SRV-0107284, SRV-0108325, SRV-1004517, SRV-0109729, SRV-1008447, SRV-1006043"
APP-0011296,revolutionize innovative e-commerce,SRV-0101935
APP-0012948,evolve open-source architectures,"SRV-1007334, SRV-0107358, SRV-1007302"
APP-0019096,reinvent transparent experiences,SRV-100487
APP-0000888,deploy cutting-edge architectures,"SRV-1006424, SRV-0105267, SRV-0109726, SRV-1005461, SRV-0101410, SRV-0102299, SRV-0101552, SRV-1006283, SRV-010437"
APP-0001240,e-enable world-class web-readiness,"SRV-1002476, SRV-0107975, SRV-1002740, SRV-010741, SRV-0101624, SRV-1004281, SRV-0107144, SRV-1006616, SRV-010341"
APP-0014373,exploit global e-services,"SRV-1007655, SRV-1009793"
APP-0005817,brand visionary interfaces,"SRV-0108091, SRV-010852, SRV-0106227, SRV-1003456, SRV-0107603, SRV-1007756, SRV-1002640, SRV-10057, SRV-1009777"
APP-0017766,implement robust e-services,"SRV-1002340, SRV-1008760, SRV-1006450, SRV-010273"
APP-0014517,aggregate best-of-breed bandwidth,"SRV-1007591, SRV-1004205, SRV-0104028"
APP-0019537,brand ubiquitous bandwidth,"SRV-1009269, SRV-0105593, SRV-0103914"
APP-0017920,architect sticky architectures,"SRV-0109381, SRV-1007749, SRV-1003209, SRV-1001900, SRV-1009836, SRV-1001860"
APP-0018141,re-contextualize bricks-and-clicks vortals,"SRV-0102064, SRV-0103277, SRV-0101920, SRV-1001849, SRV-0105460"
APP-0008552,grow sticky metrics,"SRV-0102236, SRV-010716, SRV-1005196, SRV-0105942, SRV-1008029, SRV-0107049, SRV-1002227"
APP-0012972,iterate value-added methodologies,"SRV-1005020, SRV-1001344, SRV-0105932, SRV-0102123, SRV-0108000, SRV-010197, SRV-0107023, SRV-1001683, SRV-0101371, SRV-0103091"
APP-0002377,disintermediate holistic networks,"SRV-0101543, SRV-0109169"
APP-0019239,productize innovative portals,"SRV-1005789, SRV-1008829, SRV-1001744"
APP-0011208,evolve out-of-the-box ROI,"SRV-010605, SRV-0104278, SRV-1008030, SRV-0107214, SRV-0101770, SRV-1007648, SRV-1002553, SRV-0105975, SRV-100320"
APP-0012802,drive ubiquitous mindshare,"SRV-1008094, SRV-1008437, SRV-0106378, SRV-0108077, SRV-0103849"
APP-0006395,extend frictionless web services,"SRV-1003951, SRV-0106411, SRV-0101813, SRV-1009665"
APP-0004253,brand intuitive web services,"SRV-0108852, SRV-0106844, SRV-0108338, SRV-0109776, SRV-1003211, SRV-010729, SRV-1001992, SRV-1009518, SRV-1002971, SRV-0106425"
APP-0002741,reinvent front-end supply-chains,"SRV-1004550, SRV-1006323, SRV-1007211, SRV-0106169"
APP-0009355,streamline B2B technologies,"SRV-10013, SRV-010821, SRV-1006187, SRV-100704, SRV-1006032, SRV-0107945, SRV-1007417, SRV-0109249, SRV-1001601, SRV-1001429"
APP-0015085,morph e-business functionalities,"SRV-1008125, SRV-1001852, SRV-100954"
APP-0010438,drive global supply-chains,"SRV-0101633, SRV-0101428, SRV-100368, SRV-1009148, SRV-1005273"
APP-0019281,iterate wireless action-items,"SRV-1008617, SRV-0104200, SRV-1002348, SRV-0102587, SRV-1001814, SRV-0103379, SRV-1004342, SRV-0107106"
APP-0014748,matrix integrated e-markets,SRV-0101320
APP-0002655,maximize killer metrics,"SRV-1003640, SRV-1003020, SRV-0101646, SRV-1009316, SRV-1009247, SRV-1007722, SRV-0101415, SRV-0101584, SRV-0103117"
APP-0000163,cultivate best-of-breed action-items,"SRV-0102527, SRV-0104202, SRV-1004870, SRV-0107128, SRV-1007200, SRV-0107567, SRV-0106925, SRV-1002280, SRV-1005217, SRV-1002973"
APP-0000167,transform innovative deliverables,"SRV-0102024, SRV-1007193, SRV-100917, SRV-0102734, SRV-0104225, SRV-0102589, SRV-0106611, SRV-1006227, SRV-1009394"
APP-0019441,optimize distributed methodologies,SRV-1005275
APP-0014032,deploy plug-and-play users,"SRV-1004995, SRV-010584, SRV-100770, SRV-0105583, SRV-1006847"
APP-0003244,enable ubiquitous e-business,SRV-1003096
APP-0009874,repurpose plug-and-play systems,"SRV-0108974, SRV-1001999, SRV-1003127, SRV-1008653, SRV-1009784, SRV-1001384, SRV-1004095, SRV-100806, SRV-010328, SRV-1003548"
APP-0017161,architect dot-com supply-chains,"SRV-1009819, SRV-0104876, SRV-1005019, SRV-1005100, SRV-0103793, SRV-1009179"
APP-0016369,engineer robust supply-chains,"SRV-1003089, SRV-1001320, SRV-010458, SRV-1008238, SRV-010729, SRV-0101676, SRV-1009824, SRV-1005297"
APP-0015631,incentivize robust action-items,"SRV-1009874, SRV-010229, SRV-0106661, SRV-0105092, SRV-0109721, SRV-0106118, SRV-100285, SRV-1007046, SRV-100667"
APP-0005816,transform innovative mindshare,"SRV-1002163, SRV-1007708, SRV-1006383, SRV-0106920, SRV-1002117, SRV-1005522"
APP-0007571,architect sticky niches,"SRV-100252, SRV-0102254, SRV-1006859, SRV-10010, SRV-1009587, SRV-1009662, SRV-0102944, SRV-0105265"
APP-0007256,enable global action-items,"SRV-1009118, SRV-0106048"
APP-0012642,reinvent magnetic e-tailers,"SRV-1003225, SRV-1001185, SRV-1004773"
APP-0013942,drive cutting-edge applications,"SRV-1001614, SRV-0103769, SRV-0106533, SRV-0104414, SRV-0105121"
APP-0009095,revolutionize cross-media vortals,"SRV-0103854, SRV-1008941, SRV-1005705, SRV-1003524, SRV-1003179, SRV-0109036, SRV-1005511, SRV-0101150, SRV-0108061, SRV-010304"
APP-0013276,implement mission-critical markets,"SRV-0104040, SRV-1007939, SRV-100582, SRV-010892"
APP-0001483,iterate virtual info-mediaries,"SRV-0102475, SRV-1008622"
APP-0000585,deploy bleeding-edge interfaces,"SRV-0108004, SRV-1003089, SRV-1002626, SRV-0105251, SRV-1009532, SRV-1002207, SRV-0108069, SRV-0102472, SRV-1006057, SRV-1005588"
APP-0005031,cultivate web-enabled initiatives,"SRV-1006306, SRV-01096, SRV-1005167, SRV-0103967, SRV-1001118, SRV-0106676, SRV-010769, SRV-1008120, SRV-0103069, SRV-1003038"
APP-0003772,redefine world-class channels,"SRV-010895, SRV-1004757"
APP-0009163,engage global e-services,"SRV-100463, SRV-1003315, SRV-1006401, SRV-1009287"
APP-0005263,target holistic e-business,"SRV-100274, SRV-0108565, SRV-0107511"
APP-0003697,matrix enterprise web-readiness,"SRV-0104268, SRV-010590, SRV-1008913, SRV-0105319, SRV-1005441"
APP-0008302,monetize efficient synergies,"SRV-0101125, SRV-1003872"
APP-0017278,syndicate extensible technologies,"SRV-0106239, SRV-10045, SRV-0108527, SRV-0105268, SRV-0105036"
APP-0003013,re-intermediate dynamic deliverables,"SRV-0105115, SRV-1005246, SRV-1006900, SRV-0107110, SRV-1007699, SRV-1009813, SRV-0107834, SRV-1003135, SRV-0102489, SRV-1003286"
APP-0016599,grow impactful markets,"SRV-1004012, SRV-0108782, SRV-0101562, SRV-1005397, SRV-1005504, SRV-1003367"
APP-0017924,redefine front-end content,"SRV-0106919, SRV-0101289, SRV-1002484, SRV-0106733, SRV-1009613, SRV-010933, SRV-0109768"
APP-0019818,syndicate sticky paradigms,"SRV-1002076, SRV-1008052"
APP-0002154,incentivize turn-key action-items,"SRV-1009554, SRV-100889"
APP-0001958,redefine bleeding-edge models,"SRV-1007102, SRV-0101663"
APP-0017109,generate robust e-tailers,SRV-1002228
APP-0012161,orchestrate e-business info-mediaries,"SRV-0103355, SRV-1001874"
APP-0007201,extend B2C action-items,"SRV-0108708, SRV-1005190, SRV-0102995, SRV-0107451"
APP-0010354,transition cross-platform e-services,"SRV-0106203, SRV-1007640, SRV-0101376, SRV-0105714, SRV-1001651, SRV-0109700"
APP-0017783,generate efficient models,"SRV-0106859, SRV-1009237, SRV-0104351"
APP-0017762,evolve compelling interfaces,"SRV-0108575, SRV-0109941, SRV-0107592, SRV-0109249, SRV-1008704"
APP-0006726,productize out-of-the-box content,"SRV-1007683, SRV-0105279, SRV-1009605"
APP-0015712,incubate enterprise metrics,"SRV-1003602, SRV-0102016, SRV-0107068, SRV-1006350, SRV-1005651, SRV-0101011, SRV-0104491, SRV-1005286, SRV-1009454"
APP-0003851,repurpose best-of-breed methodologies,"SRV-1007987, SRV-1002840, SRV-1003387, SRV-0102775, SRV-1001208, SRV-0102372, SRV-0107673, SRV-010348, SRV-0107545, SRV-1001378"
APP-0017009,revolutionize dynamic info-mediaries,"SRV-010241, SRV-0102352"
APP-0017902,whiteboard enterprise models,"SRV-0104764, SRV-1004422, SRV-0105046, SRV-0105027, SRV-0106753, SRV-1008480, SRV-1008499, SRV-1005900, SRV-010718, SRV-100844"
APP-0015312,integrate one-to-one convergence,"SRV-0103282, SRV-1005998"
APP-0017016,streamline scalable web services,"SRV-1006672, SRV-0108493, SRV-1008551, SRV-1008173, SRV-0105765, SRV-0103213"
APP-0010883,transform leading-edge architectures,SRV-0101748
APP-0005337,enhance transparent eyeballs,"SRV-1005547, SRV-010978"
APP-0011206,enable strategic interfaces,"SRV-1003775, SRV-0102809, SRV-1009937, SRV-1006916, SRV-010445, SRV-0104195"
APP-0016609,orchestrate bricks-and-clicks applications,"SRV-0105580, SRV-1004009, SRV-0101033, SRV-0106242, SRV-1004821, SRV-0102489, SRV-0102421, SRV-1009002, SRV-1002734, SRV-0107805"
APP-0016054,engineer out-of-the-box info-mediaries,"SRV-100271, SRV-0101703, SRV-0106279"
APP-0004157,incubate e-business systems,"SRV-0109530, SRV-1002407, SRV-0104183, SRV-0106476, SRV-1005871"
APP-0011651,monetize rich channels,"SRV-0102991, SRV-010803, SRV-1005383"
APP-0006193,integrate open-source portals,SRV-0107674
APP-0004270,matrix turn-key eyeballs,"SRV-0107084, SRV-0109305, SRV-1001855, SRV-0106858"
APP-0014972,redefine B2B initiatives,"SRV-1001518, SRV-0106523, SRV-0102311, SRV-0101743, SRV-0105080, SRV-1006354, SRV-1003537, SRV-1004415"
APP-0014701,transition B2C content,"SRV-100835, SRV-1001547, SRV-0105445, SRV-0109466, SRV-100343, SRV-1009907, SRV-0105951, SRV-0104187, SRV-1006390"
APP-0013823,leverage strategic e-services,SRV-1007420
APP-0003808,re-intermediate extensible schemas,"SRV-1009498, SRV-0104208, SRV-0101827, SRV-1004448, SRV-0101804"
APP-0003524,harness cutting-edge metrics,"SRV-1003544, SRV-0102715, SRV-0106450, SRV-0105749, SRV-1009716, SRV-100330, SRV-1009570, SRV-1005891, SRV-1005044"
APP-0014734,productize wireless eyeballs,"SRV-1007829, SRV-1002565, SRV-1009634"
APP-0001240,strategize cross-media info-mediaries,"SRV-1003198, SRV-0103496, SRV-1001691, SRV-100186, SRV-0107900, SRV-0103908, SRV-0106005, SRV-1004975, SRV-1007379"
APP-0005781,implement best-of-breed content,"SRV-1004061, SRV-1001630, SRV-0102452, SRV-0103662, SRV-0105912, SRV-0105972"
APP-0007313,harness end-to-end eyeballs,"SRV-1006660, SRV-0106623, SRV-010212, SRV-0105576, SRV-1001920, SRV-1003283"
APP-0004196,grow collaborative systems,"SRV-0101438, SRV-1004467, SRV-0108022, SRV-1002298"
APP-0012875,integrate seamless paradigms,"SRV-1006536, SRV-1004760, SRV-1001988"
APP-0012610,revolutionize 24/7 e-commerce,"SRV-0105204, SRV-1002839, SRV-0107808, SRV-0105476, SRV-1003173, SRV-0106199"
APP-0016229,morph rich architectures,"SRV-010579, SRV-1009247, SRV-1001230"
APP-0002332,expedite mission-critical web-readiness,"SRV-1008124, SRV-1007488, SRV-0108918"
APP-0005987,transition cross-platform functionalities,"SRV-0102983, SRV-0105058, SRV-1003381, SRV-0103471, SRV-1008819, SRV-010600, SRV-0105087, SRV-0102217, SRV-1002603, SRV-1002209"
APP-0010348,revolutionize e-business supply-chains,"SRV-0106, SRV-1001114, SRV-1005939, SRV-0103975"
APP-0000694,mesh 24/365 ROI,"SRV-1002296, SRV-1009718, SRV-0101857, SRV-1006172, SRV-010244, SRV-0106419"
APP-0014821,integrate customized bandwidth,"SRV-0102526, SRV-1002495, SRV-0102812, SRV-1009413, SRV-1003621, SRV-0105210"
APP-0005646,monetize plug-and-play initiatives,"SRV-0107905, SRV-1002712, SRV-1006125, SRV-1009902, SRV-0105836, SRV-1002892, SRV-0102590, SRV-01071, SRV-0107861"
APP-0013436,productize distributed e-tailers,"SRV-1004421, SRV-0101410, SRV-1002088, SRV-0104681, SRV-100536, SRV-1006527, SRV-0103180"
APP-0019529,architect clicks-and-mortar infrastructures,"SRV-1007451, SRV-0107839, SRV-0102045, SRV-1003838, SRV-1008288, SRV-1005902, SRV-1006581, SRV-0101706, SRV-1006219"
APP-0004662,seize synergistic technologies,"SRV-010795, SRV-0102425, SRV-1006910, SRV-1002488, SRV-1006451, SRV-1005797, SRV-0105532, SRV-1004930, SRV-1009994, SRV-0104728"
APP-0010689,repurpose collaborative mindshare,"SRV-010759, SRV-0109966, SRV-100843, SRV-0109588, SRV-1008621, SRV-0108894, SRV-1004251, SRV-1009118, SRV-1008223, SRV-1002197"
APP-0015788,target user-centric interfaces,"SRV-0108192, SRV-1002204, SRV-010706, SRV-1008047"
APP-0003280,disintermediate robust eyeballs,"SRV-0106190, SRV-0109930, SRV-1009378, SRV-1008561, SRV-1001318, SRV-0104815, SRV-1005167"
APP-0011594,benchmark customized systems,"SRV-0106951, SRV-1007353"
APP-0019432,benchmark revolutionary functionalities,SRV-1009555
APP-0008314,deploy cross-platform e-services,"SRV-1006803, SRV-1003870, SRV-1001461, SRV-1005296, SRV-1004722, SRV-1004333, SRV-1001888"
APP-0019622,engage bricks-and-clicks niches,"SRV-0102910, SRV-010837, SRV-100941, SRV-0107768, SRV-0101236"
APP-0012833,unleash rich channels,"SRV-1003608, SRV-1007498, SRV-0104801, SRV-0101756, SRV-0102699, SRV-1003971, SRV-100180, SRV-0109316"
APP-0006331,maximize robust niches,"SRV-1004699, SRV-0105880, SRV-100104, SRV-0107588, SRV-100313, SRV-1005675, SRV-0106054"
APP-0018501,orchestrate ubiquitous info-mediaries,"SRV-1003233, SRV-0101286, SRV-0101381, SRV-1009489, SRV-1004944, SRV-0108649, SRV-0103027, SRV-1001501, SRV-0103282"
APP-0017686,engage real-time interfaces,SRV-1004133
APP-0016209,engage innovative action-items,"SRV-0106318, SRV-0103314"
APP-0009762,matrix B2C e-tailers,"SRV-0107674, SRV-1007693, SRV-0101691, SRV-010101, SRV-0105534, SRV-1003958"
APP-0009030,strategize B2C ROI,"SRV-0102688, SRV-1007621, SRV-0103696"
APP-0011760,unleash plug-and-play web services,"SRV-0107580, SRV-1009265, SRV-0102386, SRV-1003415"
APP-0014018,integrate innovative markets,"SRV-1005988, SRV-1001402, SRV-1002943, SRV-1001696, SRV-1008972, SRV-0104123, SRV-0104616, SRV-0104899, SRV-0109512, SRV-1001056"
APP-0019435,productize web-enabled niches,"SRV-0109782, SRV-1001667, SRV-0103466"
APP-0019376,seize synergistic interfaces,"SRV-1007337, SRV-010695"
APP-0017467,evolve collaborative communities,"SRV-1005841, SRV-1006861"
APP-0000192,orchestrate integrated architectures,"SRV-1006463, SRV-1009403, SRV-0108872, SRV-0109047, SRV-0103224"
APP-0006174,productize turn-key portals,"SRV-0109965, SRV-0101841"
APP-0018167,synthesize killer infrastructures,"SRV-0105278, SRV-0107490, SRV-1004350"
APP-0005447,transition magnetic infrastructures,"SRV-1007960, SRV-0109849, SRV-0105653, SRV-1004121, SRV-1008471, SRV-1002604, SRV-0103944, SRV-0109992"
APP-0002871,integrate impactful bandwidth,SRV-1004043
APP-0007427,syndicate synergistic schemas,"SRV-0103430, SRV-1005099, SRV-0106392, SRV-1003367, SRV-010508, SRV-0101988"
APP-0018294,architect compelling paradigms,"SRV-1009421, SRV-1008975, SRV-0107785, SRV-0109289, SRV-1001674, SRV-0109890, SRV-0102010, SRV-1007866"
APP-0015033,iterate best-of-breed functionalities,SRV-1004884
APP-0019174,synthesize web-enabled paradigms,"SRV-0106581, SRV-0108088"
APP-0016277,embrace 24/7 supply-chains,"SRV-0105626, SRV-0109756, SRV-1009273, SRV-1004123, SRV-010610, SRV-0101977, SRV-0103263, SRV-0108843, SRV-100125, SRV-1004606"
APP-0015416,integrate strategic platforms,"SRV-0104689, SRV-1007996, SRV-0102011, SRV-1006874"
APP-0017521,revolutionize out-of-the-box paradigms,"SRV-0102689, SRV-0103099, SRV-1007317, SRV-100512, SRV-0102790, SRV-1004340"
APP-0013191,redefine innovative e-tailers,"SRV-0108933, SRV-1006841, SRV-1007869, SRV-0106787, SRV-0105146, SRV-1009918, SRV-0103110, SRV-10078, SRV-0104169, SRV-1002601"
APP-0010049,innovate impactful schemas,"SRV-1001295, SRV-1008850, SRV-1004975, SRV-0101924, SRV-1009713, SRV-1008915"
APP-0011529,visualize one-to-one e-tailers,"SRV-1004867, SRV-0103875, SRV-1002596, SRV-10066, SRV-1002102, SRV-01013, SRV-100945, SRV-0102533"
APP-0019342,enhance proactive models,"SRV-0102139, SRV-100393, SRV-0102996, SRV-1001064, SRV-0108588, SRV-0105070, SRV-0109010"
APP-0004294,implement visionary content,SRV-0104078
APP-0005992,extend rich e-business,"SRV-1007934, SRV-1001779, SRV-0103905"
APP-0008603,extend compelling content,"SRV-010768, SRV-0106030, SRV-010162, SRV-1001590, SRV-1002565, SRV-0103238, SRV-0107223, SRV-1009335, SRV-0101138, SRV-1002127"
APP-0015169,exploit cutting-edge applications,"SRV-010912, SRV-1003518, SRV-1004182"
APP-0000984,reinvent ubiquitous e-commerce,"SRV-1009759, SRV-0108990, SRV-0104558, SRV-1008014, SRV-1007915, SRV-100880, SRV-1005485"
APP-0011542,repurpose revolutionary partnerships,"SRV-100821, SRV-1004280, SRV-1008125, SRV-1008177, SRV-0108732, SRV-0101800"
APP-0000925,engineer 24/365 channels,"SRV-0106721, SRV-1006678, SRV-1001137, SRV-0109325, SRV-0108851"
APP-0012391,re-contextualize holistic channels,"SRV-1008823, SRV-0109300"
